,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,城市,總樓層數_數字
398,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路二段３２３巷３２號五樓,23.52,都市：其他:第三種商業區。,,,1100628,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041006,243.37,3,2,2,有,有,36000000,147923,坡道平面,31.54,0,本買賣係母女交易親友、員工、共有人或其他特殊關係間之交易；,RPWQMLPLQHGGFCA68DA,124.87,20.82,0.0,有,125.0,Taipei,14
400,內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１８０巷４２弄１５號十三樓之６,9.54,都市：其他:第三種商業區。,,,1100804,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,135.06,2,1,1,有,有,24200000,179180,坡道平面,41.03,0,,RPVOMLQLQHGGFCA48DA,54.48,7.94,0.0,有,126.0,Taipei,15
410,內湖區,房地(土地+建物)+車位,臺北市內湖區新富街１６８號四樓,63.39,都市：其他:住宅區。,,,1100629,土地1建物1車位2,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010601,422.14,3,2,5,有,有,88500000,209646,坡道平面,84.86,0,,RPOPMLKLPHGGFCA17DA,200.47,27.59,0.0,有,130.0,Taipei,14
423,中山區,房地(土地+建物)+車位,臺北市中山區長安東路一段２０號三樓之３,6.52,都市：其他:第三種商業區。,,,1100703,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961120,71.78,2,0,1,有,有,14300000,199220,塔式車位,0.0,1800000,其他增建；,RPUOMLKKQHGGFCA67DA,31.13,5.29,0.0,有,,Taipei,13
425,中山區,房地(土地+建物),臺北市中山區林森北路４７９號三樓之５,4.7,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100713,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920122,44.34,0,0,0,無,有,8250000,186062,,0.0,0,,RPOPMLNKPHGGFCA37DA,23.67,3.85,0.0,有,,Taipei,14
428,中山區,房地(土地+建物),臺北市中山區民權東路三段８４號六樓,17.8,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區)。,,,1100704,土地1建物1車位0,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751125,177.60999999999999,4,2,2,有,有,38200000,215078,,0.0,0,陽台外推；其他增建；,RPPSMLQLQHGGFCA28DA,126.12,17.55,0.0,有,,Taipei,19
435,松山區,房地(土地+建物),臺北市松山區南京東路四段２３號三樓,6.39,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1100801,土地2建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971205,55.89,1,1,1,有,有,17480000,312757,,0.0,0,陽台外推；,RPQNMLPLQHGGFDA87DA,27.68,7.74,0.0,有,,Taipei,15
438,北投區,房地(土地+建物),臺北市北投區溫泉路３７巷３０號四樓之２,11.13,都市：其他:第三種住宅區。,,,1100719,土地2建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941111,50.41,1,1,1,有,有,7580000,150367,,0.0,0,陽台外推；夾層；其他增建；,RPSPMLNLQHGGFEA18DA,29.66,4.06,0.0,有,,Taipei,13
443,中正區,房地(土地+建物),臺北市中正區汀州路三段４５之３號六樓,7.1,都市：其他:第三之二種住宅區。,,,1100809,土地3建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871231,44.31,2,1,1,有,有,12060000,272173,,0.0,0,夾層；其他增建；,RPOOMLRLQHGGFAA77EA,27.03,5.23,0.0,有,,Taipei,13
444,大安區,房地(土地+建物),臺北市大安區建國南路一段２８７號九樓,13.64,都市：其他:道路用地(公共設施用地)。68/11/13,,,1100718,土地2建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760216,96.53,3,2,2,有,有,26980000,279499,,0.0,0,,RPWNMLTJQHGGFFA88DA,83.32,13.21,0.0,有,,Taipei,14
448,松山區,房地(土地+建物)+車位,臺北市松山區三民路４３巷２號十樓之１,48.36,都市：其他:第三種住宅區。,,,1100715,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951218,224.58,4,2,2,有,有,49000000,218185,坡道平面,0.0,0,,RPRNMLKMQHGGFDA67EA,117.24,15.31,0.0,有,,Taipei,14
451,士林區,房地(土地+建物)+車位,臺北市士林區天母西路５０巷１３號九樓,57.26,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1100726,土地1建物1車位3,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970609,339.93,6,2,2,有,有,83500000,312194,坡道平面,94.89,7000000,陽台加窗。其他增建；,RPVNMLRLQHGGFEA78EA,159.08,18.38,0.0,有,,Taipei,13
455,內湖區,房地(土地+建物)+車位,臺北市內湖區行善路２９３號八樓,16.46,都市：其他:住商混合區(為容積接收區)。,,,1100724,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070711,121.93,2,2,1,有,有,24080000,255236,坡道機械,35.03,1900000,,RPTNMLRLQHGGFCA38EA,48.92,8.01,0.0,有,,Taipei,14
4,潭子區,房地(土地+建物),臺中市潭子區中山路一段１５巷１１號,9.32,都市：其他:住宅區,,,1100630,土地1建物1車位0,一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830824,108.14,3,1,2,有,無,5100000,47161,,0.0,0,依土地法第34條之1規定辦理,RPQOMLKMPHGGFHB97DA,70.7,12.17,0.0,無,,Taichung,17
81,中區,房地(土地+建物),臺中市中區成功路３０６巷１０號１２樓之８,3.74,都市：其他:第二種商業區,,,1100717,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821102,42.31,1,0,1,有,有,2300000,54361,,0.0,0,,RPPPMLQLPHGGFAB77DA,29.82,1.05,0.0,有,,Taichung,16
87,北屯區,房地(土地+建物)+車位,臺中市北屯區崇德二路二段１１０號十一樓之３,23.23,都市：其他:第二之一種商業區,,,1100319,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031006,218.06,3,2,2,有,有,17200000,78877,坡道平面,69.28,0,,RPRQMLPKPHGGFBB97DA,86.8,14.38,0.0,有,,Taichung,14
98,北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段２８８號十二樓之６,11.8,都市：其他:第三種住宅區。,,,1100728,土地1建物1車位1,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,140.67000000000002,2,2,2,有,有,12180000,86586,坡道平面,27.23,0,,RPTNMLMKQHGGFBB67DA,64.66,11.83,0.0,有,,Taichung,22
112,西屯區,房地(土地+建物)+車位,臺中市西屯區皇城街２９號三樓之２,29.19,都市：其他:第二種住宅區,,,1100711,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961226,184.77,3,2,2,有,有,13050000,70628,坡道平面,0.0,0,含仲介費；,RPRPMLNLPHGGFCB87DA,98.5,11.12,0.0,有,,Taichung,14
115,西屯區,房地(土地+建物),臺中市西屯區福聯街１５巷９號十二樓之９,3.58,都市：其他:第一種之一住宅區,,,1100804,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830908,21.27,1,0,1,有,有,1080000,50776,,0.0,0,,RPOSMLPJQHGGFCB97DA,12.29,1.3,0.0,有,,Taichung,13
120,西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路１２９號四樓之２,7.65,都市：其他:第六種住宅區,,,1100726,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,84.67,2,2,1,有,有,7500000,88579,坡道機械,13.88,0,陽台外推；,RPXOMLLKQHGGFCB18DA,43.28,5.49,0.0,有,,Taichung,24
121,南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街９６號六樓之２,14.32,都市：其他:第二種住宅區,,,1100729,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860718,142.11,3,2,2,有,有,11500000,80923,坡道機械,0.0,0,陽台外推；,RPXPMLLKQHGGFCB28DA,88.7,13.81,0.0,有,,Taichung,14
122,南屯區,房地(土地+建物)+車位,臺中市南屯區忠勇路５２之１８９號十三樓,14.23,都市：其他:第二種住宅區,,,1100708,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021017,151.84,4,2,2,有,有,11310000,74486,坡道平面,21.95,0,,RPVPMLMKQHGGFCB18DA,79.3,11.4,0.0,有,,Taichung,14
129,南屯區,房地(土地+建物)+車位,臺中市南屯區惠文路３６３號九樓之１,28.08,都市：其他:第二種商業區,,,1100726,土地1建物1車位2,九層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020523,344.27,3,2,3,有,有,36200000,105150,坡道平面,46.09,0,,RPQRMLRKQHGGFCB38DA,169.97,32.36,0.0,有,,Taichung,25
136,南屯區,房地(土地+建物)+車位,臺中市南屯區文心南五路一段３３０號四樓之１,52.04,都市：其他:第三之一種住宅區,,,1100713,土地1建物1車位3,四層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0990914,538.6700000000001,4,2,4,有,有,45080000,89977,坡道平面,84.33,4200000,,RPVQMLRKQHGGFCB78DA,265.8,32.86,0.0,有,,Taichung,28
144,南屯區,房地(土地+建物)+車位,臺中市南屯區向上路二段４０７號十二樓,10.6,都市：其他:第三種住宅區。,,,1100801,土地1建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850615,145.54,3,2,2,有,有,8100000,55655,坡道機械,8.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLRKQHGGFCB58DA,84.11,17.0,0.0,有,,Taichung,20
155,西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路５１之９號十三樓之３,17.63,都市：其他:第六種住宅區,,,1100704,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950825,153.29000000000002,3,2,2,有,有,12000000,83000,坡道平面,23.17,1200000,其他增建；,RPQNMLOJPHGGFCB47DA,82.34,12.56,0.0,有,,Taichung,15
162,北屯區,房地(土地+建物)+車位,臺中市北屯區梅川東路五段３９８號十一樓之１,51.67,都市：其他:第三種住宅區。,,,1100804,土地1建物1車位2,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001222,434.57,4,2,4,有,有,37500000,86292,坡道平面,0.0,0,,RPXNMLKLQHGGFBB97DA,224.54,34.27,0.0,有,,Taichung,24
163,北區,房地(土地+建物)+車位,臺中市北區五常街３８０號七樓之４５,2.87,都市：其他:第一種商業區,,,1100717,土地1建物1車位1,七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971128,43.2,1,1,1,有,有,4300000,99537,坡道機械,14.87,0,,RPPOMLKLQHGGFBB27DA,15.9,1.48,0.0,有,,Taichung,17
179,北區,房地(土地+建物),臺中市北區東光東街８１號十樓之１６,4.84,都市：其他:第二種住宅區,,,1100718,土地1建物1車位0,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831214,38.269999999999996,1,0,1,有,有,3380000,88320,,0.0,0,,RPSNMLNLPHGGFBB67DA,24.3,3.42,0.0,有,57.0,Taichung,16
180,北屯區,房地(土地+建物)+車位,臺中市北屯區崇德路二段３００號７樓之１,12.57,都市：其他:第三種住宅區。,,,110704,土地1建物1車位1,七層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870417,157.82,4,2,2,有,有,10680000,67672,坡道平面,0.0,0,,RPUNMLNLPHGGFBB87DA,94.08,6.09,0.0,有,,Taichung,25
181,北屯區,房地(土地+建物)+車位,臺中市北屯區崇德路二段３００號７樓之３　,12.57,都市：其他:第三種住宅區。,,,1100717,土地1建物1車位1,七層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870417,159.92000000000002,4,2,2,有,有,10780000,67409,坡道平面,0.0,0,陽台外推；,RPSNMLPLPHGGFBB87DA,96.93,5.04,0.0,有,,Taichung,25
197,南區,房地(土地+建物)+車位,臺中市南區學府路１３５巷２弄３號８樓之２,10.78,都市：其他:第二種住宅區,,,1100801,土地4建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860925,115.21,3,2,2,有,有,7580000,65793,坡道平面,0.0,1000000,,RPPNMLLJQHGGFAB96DA,77.81,5.96,0.0,有,,Taichung,18
207,西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段７６號二十樓之１,7.43,都市：其他:第五種住宅區,,,1100720,土地1建物1車位1,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950816,127.67,3,2,2,有,有,12500000,96242,坡道機械,18.57,2000000,,RPUOMLTKQHGGFCB78EA,67.78,10.81,0.0,有,,Taichung,22
276,大雅區,房地(土地+建物),臺中市大雅區民權街３９巷５號十樓之３,15.77,都市：其他:住宅區,,,1100518,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821231,103.83,3,1,1,有,有,3650000,35154,,0.0,0,,RPQNMLQKQHGGFHB38DA,71.01,8.43,0.0,有,,Taichung,14
293,豐原區,房地(土地+建物)+車位,臺中市豐原區圓環北路二段１３９號二十樓之１,11.14,都市：其他:第二種住宅區,,,1100712,土地1建物1車位1,二十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850717,117.13,3,2,2,有,有,4100000,35004,坡道機械,0.0,0,,RPUNMLKLQHGGFDB87DA,72.33,10.03,0.0,有,,Taichung,20
305,潭子區,房地(土地+建物),臺中市潭子區中山路一段１３之２號九樓,10.4,都市：其他:住宅區,,,1100719,土地1建物1車位0,九層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830824,117.83000000000001,3,2,2,有,有,5400000,45829,,0.0,0,,RPRNMLKLQHGGFHB97DA,78.85,13.05,0.0,有,,Taichung,17
330,北屯區,房地(土地+建物),臺中市北屯區文心路四段８７３號１３樓之５　,4.62,都市：其他:第一種商業區,,,1100801,土地1建物1車位0,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850705,76.55,2,1,1,有,有,4950000,64664,,0.0,0,,RPTNMLNLQHGGFBB97EA,50.18,6.33,0.0,有,,Taichung,22
347,南屯區,房地(土地+建物)+車位,臺中市南屯區五權西路二段８號九樓之２,14.87,都市：其他:第二種住宅區,,,1100726,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970409,167.18,3,2,2,有,有,14000000,83742,坡道平面,19.82,0,親友、員工、共有人或其他特殊關係間之交易；,RPRRMLKLQHGGFCB97EA,98.95,6.36,0.0,有,,Taichung,15
356,南區,房地(土地+建物)+車位,臺中市南區工學路１４６巷５５號１４樓之１,14.83,非都市： ; 非都市編定：,,,1100716,土地2建物1車位1,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841130,122.21,3,2,2,有,有,7050000,57688,坡道機械,0.0,0,,RPROMLPJQHGGFAB67DA,76.38,9.44,0.0,有,,Taichung,17
364,西區,房地(土地+建物),臺中市西區三民路一段５０巷８號１１樓之３９,2.25,都市：其他:第一種商業區,,,1100812,土地2建物1車位0,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,29.09,1,0,1,有,有,1650000,56721,,0.0,0,陽台外推；,RPRQMLKLQHGGFAB57DA,15.95,3.14,0.0,有,117.0,Taichung,19
366,北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段６３９號１０樓之３　,8.81,都市：其他:第四種商業區,,,1100717,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860416,133.23000000000002,3,2,2,有,有,8360000,62749,坡道機械,0.0,0,,RPPPMLNLPHGGFBB57DA,84.1,8.8,0.0,有,,Taichung,24
375,北屯區,房地(土地+建物)+車位,臺中市北屯區梅川西路四段２９２號１６樓之７,17.46,都市：其他:第二種住宅區,,,1100731,土地1建物1車位1,十六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860902,204.93,4,2,2,有,有,11600000,56605,坡道平面,0.0,0,,RPRQMLOJQHGGFBB87DA,110.82,14.9,0.0,有,122.0,Taichung,21
380,北屯區,房地(土地+建物),臺中市北屯區天津路四段３０７號１９樓之１０,2.11,都市：其他:第一種商業區,,,1100713,土地1建物1車位0,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840626,32.09,1,0,1,有,有,2100000,65441,,0.0,0,,RPPQMLTKQHGGFBB28DA,18.89,2.41,0.0,有,124.0,Taichung,24
381,北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段４３２號十一樓之２,21.02,都市：其他:第三種住宅區。,,,1100724,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030923,145.88,3,2,2,有,有,10500000,71977,坡道機械,14.73,0,,RPTRMLKLQHGGFBB97DA,76.76,10.99,0.0,有,,Taichung,14
